displayName,description,datatype,patientAttribute,priority,clinicalAttributeId,studyId
"Fraction Genome Altered","Fraction Genome Altered","NUMBER",false,"20","FRACTION_GENOME_ALTERED","gbm_tcga"
"Neoplasm Histologic Type Name","Text term for the structural pattern of cancer cells used to define a microscopic diagnosis.","STRING",true,"1","HISTOLOGICAL_DIAGNOSIS","gbm_tcga"
"History lgg dx of brain tissue","History lgg dx of brain tissue","STRING",true,"1","HISTORY_LGG_DX_OF_BRAIN_TISSUE","gbm_tcga"
"Neoadjuvant Therapy Type Administered Prior To Resection Text","Text term to describe the patient's history of neoadjuvant treatment and the kind of treament given prior to resection of the tumor.","STRING",true,"1","HISTORY_NEOADJUVANT_TRTYN","gbm_tcga"
"Prior Cancer Diagnosis Occurence","Text term to describe the patient's history of prior cancer diagnosis and the spatial location of any previous cancer occurrence.","STRING",true,"1","HISTORY_OTHER_MALIGNANCY","gbm_tcga"
"ICD-10 Classification","10th revision of the International Statistical Classification of Diseases and Related Health Problems.","STRING",true,"1","ICD_10","gbm_tcga"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The study of the structure of the cells and their arrangement to constitute tissues and, finally, the association among these to form organs.  In pathology, the microscopic process of identifying normal and abnormal morphologic characteristics in tissues, by employing various cytochemical and immunocytochemical stains._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_HISTOLOGY","gbm_tcga"
"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Site Code","The third edition of the International Classification of Diseases for Oncology, published in 2000, used principally in tumor and cancer registries for coding the site (topography) and the histology (morphology) of neoplasms._The description of an anatomical region or of a body part._Named locations of, or within, the body._A system of numbered categories for representation of data.","STRING",true,"1","ICD_O_3_SITE","gbm_tcga"
"Informed consent verified","Informed consent verified","STRING",true,"1","INFORMED_CONSENT_VERIFIED","gbm_tcga"
"Year Cancer Initial Diagnosis","Numeric value to represent the year of an individual's initial pathologic diagnosis of cancer.","NUMBER",true,"1","INITIAL_PATHOLOGIC_DX_YEAR","gbm_tcga"
"Initial Patient Weight","Weight measured in kilograms.","NUMBER",false,"1","INITIAL_WEIGHT","gbm_tcga"
"Is FFPE","If the sample is from FFPE","STRING",false,"1","IS_FFPE","gbm_tcga"
"Karnofsky Performance Score","Score from the Karnofsky Performance status scale, representing the functional capabilities of a person.","NUMBER",true,"1","KARNOFSKY_PERFORMANCE_SCORE","gbm_tcga"
"Longest Dimension","Longest Dimension","NUMBER",false,"1","LONGEST_DIMENSION","gbm_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT","gbm_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Other Method Type","Text to describe a method used to secure tissue for an original pathologic diagnosis that is different from other identified methods.","STRING",true,"1","METHOD_OF_INITIAL_SAMPLE_PROCUREMENT_OTHER","gbm_tcga"
"First Pathologic Diagnosis Biospecimen Acquisition Method Type","Text name of the procedure to secure the tissue used for the original pathologic diagnosis.","STRING",false,"1","METHOD_OF_SAMPLE_PROCUREMENT","gbm_tcga"
"Mutation Count","Mutation Count","NUMBER",false,"30","MUTATION_COUNT","gbm_tcga"
"New Neoplasm Event Post Initial Therapy Indicator","Yes/No/Unknown indicator to identify whether a patient has had a new tumor event after initial treatment.","STRING",true,"1","NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT","gbm_tcga"
"Oct embedded","Oct embedded","STRING",false,"1","OCT_EMBEDDED","gbm_tcga"
"Oncotree Code","Oncotree code","STRING",false,"1","ONCOTREE_CODE","gbm_tcga"
"Overall Survival (Months)","Overall survival in months since initial diagonosis.","NUMBER",true,"1","OS_MONTHS","gbm_tcga"
"Overall Survival Status","Overall patient survival status.","STRING",true,"1","OS_STATUS","gbm_tcga"
"Specimen Collection Method","The type of procedure or method used to collect the specimen.","STRING",false,"1","OTHER_METHOD_OF_SAMPLE_PROCUREMENT","gbm_tcga"
"Other Patient ID","Legacy DMP patient identifier (DMPnnnn)","STRING",true,"1","OTHER_PATIENT_ID","gbm_tcga"
"Other Sample ID","Legacy DMP sample identifier (DMPnnnn)","STRING",false,"1","OTHER_SAMPLE_ID","gbm_tcga"
"Pathology Report File Name","Pathology Report File Name","STRING",false,"1","PATHOLOGY_REPORT_FILE_NAME","gbm_tcga"
"Pathology report uuid","Pathology report uuid","STRING",false,"1","PATHOLOGY_REPORT_UUID","gbm_tcga"
"Performance Status Assessment Timepoint Category","A timepoint in reference to a patient's therapy in which a performance status assessment is conducted.","STRING",true,"1","PERFORMANCE_STATUS_TIMING","gbm_tcga"
"Adjuvant Postoperative Pharmaceutical Therapy Administered Indicator","Indicator to signify whether or not whether the patient had adjuvant/post-operative pharmaceutical therapy.","STRING",true,"1","PHARMACEUTICAL_TX_ADJUVANT","gbm_tcga"
"Primary Tumor Site","Text term to describe the organ sub-division in an individual with cancer.","STRING",true,"1","PRIMARY_SITE","gbm_tcga"
"Project code","Project code","STRING",true,"1","PROJECT_CODE","gbm_tcga"
"Tissue Prospective Collection Indicator","Text indicator for the time frame of tissue procurement, indicating that the tissue was procured in parallel to the project.","STRING",true,"1","PROSPECTIVE_COLLECTION","gbm_tcga"
"Race Category","The text for reporting information about race.","STRING",true,"1","RACE","gbm_tcga"
"Did patient start adjuvant postoperative radiotherapy?","A yes/no indicator that asks whether the patient started adjuvant postoperative radiotherapy.","STRING",true,"1","RADIATION_TREATMENT_ADJUVANT","gbm_tcga"
"Tissue Retrospective Collection Indicator","Text indicator for the time frame of tissue procurement, indicating that the tissue was obtained and stored prior to the initiation of the project.","STRING",true,"1","RETROSPECTIVE_COLLECTION","gbm_tcga"
"Sample Type","The type of sample (i.e., normal, primary, met, recurrence).","STRING",false,"1","SAMPLE_TYPE","gbm_tcga"
"Sample type id","Sample type id","STRING",false,"1","SAMPLE_TYPE_ID","gbm_tcga"
"Sex","Sex","STRING",true,"1","SEX","gbm_tcga"
"Shortest Dimension","Shortest Dimension","NUMBER",false,"1","SHORTEST_DIMENSION","gbm_tcga"
"Specimen Current Weight","The weight of the specimen.","STRING",false,"1","SPECIMEN_CURRENT_WEIGHT","gbm_tcga"
"Specimen Freezing Means","The method used to freeze the tissue after removal from the patient.","STRING",false,"1","SPECIMEN_FREEZING_METHOD","gbm_tcga"
"Specimen Second Longest Dimension","The second longest dimension of the specimen.","NUMBER",false,"1","SPECIMEN_SECOND_LONGEST_DIMENSION","gbm_tcga"
"Time between clamping and freezing","Time between clamping and freezing","STRING",false,"1","TIME_BETWEEN_CLAMPING_AND_FREEZING","gbm_tcga"
"Time between excision and freezing","Time between excision and freezing","STRING",false,"1","TIME_BETWEEN_EXCISION_AND_FREEZING","gbm_tcga"
"Tissue Source Site","A Tissue Source Site collects samples (tissue, cell, or blood) and cliincal metadata which are then sent to tha Biospecimen Core Resource.","STRING",true,"1","TISSUE_SOURCE_SITE","gbm_tcga"
"Primary Therapy Outcome Success Type","Text term for the measure of success of outcome after primary treatment (surgery and adjuvant therapies).","STRING",true,"1","TREATMENT_OUTCOME_FIRST_COURSE","gbm_tcga"
"Person Neoplasm Status","The state or condition of an individual's neoplasm at a particular point in time.","STRING",true,"1","TUMOR_STATUS","gbm_tcga"
"Tumor Disease Anatomic Site","Text term that describes the anatomic site of the tumor or disease.","STRING",true,"1","TUMOR_TISSUE_SITE","gbm_tcga"
"Vial number","Vial number","STRING",false,"1","VIAL_NUMBER","gbm_tcga"
"Patient's Vital Status","The survival state of the person.","STRING",true,"1","VITAL_STATUS","gbm_tcga"
